"ContactName","Delete_Contact","Rename_Contact","Comments","Delete_FiveToneCalls","FiveToneCalls-S5CLDLL_5TTELEGRAM","FiveToneCalls-S5CLDLL_5TCALLADD","Delete_MDCCalls","MDCCalls-AU_CALLLSTID","MDCCalls-AU_MDCSYS","MDCCalls-AU_RVRTPERS_Zone","MDCCalls-AU_RVRTPERS","MDCCalls-AU_SPTPLDPL","MDCCalls-AU_CALLTYPE","Delete_QuikCallIICalls","QuikCallIICalls-QU_QCIISYS","QuikCallIICalls-QU_RVRTPERS_Zone","QuikCallIICalls-QU_RVRTPERS","QuikCallIICalls-QU_CALLFORMAT","QuikCallIICalls-QU_TONEATXFRE","QuikCallIICalls-QU_CODEA","QuikCallIICalls-QU_TONEBTXFRE","QuikCallIICalls-QU_CODEB","QuikCallIICalls-QU_STRIPPLDPL","Delete_DigitalCalls","DigitalCalls-DU_CALLLSTID","DigitalCalls-DU_ROUTETYPE","DigitalCalls-DU_CALLPRCDTNEN","DigitalCalls-DU_RINGTYPE","DigitalCalls-DU_TXTMSGALTTNTP","DigitalCalls-DU_CALLTYPE","DigitalCalls-DU_OVCMCALL","Delete_CapacityPlusCalls","CapacityPlusCalls-CAPPLUSUCL_CALLLSTID","CapacityPlusCalls-CAPPLUSUCL_ROUTETYPE","CapacityPlusCalls-CAPPLUSUCL_CALLPRCDTNEN","CapacityPlusCalls-CAPPLUSUCL_RINGTYPE","CapacityPlusCalls-CAPPLUSUCL_TXTMSGALTTNTP","CapacityPlusCalls-CAPPLUSUCL_CALLTYPE","Delete_PhoneCalls","PhoneCalls-PHNUCLELL_CALLID","PhoneCalls-PHNUCLELL_RINGTYPE"
"Имя контакта","Delete_Contact","Rename_Contact","Comments","Delete_FiveToneCalls","Пятитоновые вызовы - Телеграмма","Пятитоновые вызовы - Адрес","Delete_MDCCalls","Вызовы MDC - ИД вызова (16-ричный)","Вызовы MDC - Система MDC","Вызовы MDC - Возврат к каналу и зоне","Вызовы MDC - Базовый канал","Вызовы MDC - Убрать TPL/DPL","Вызовы MDC - Тип вызова","Delete_QuikCallIICalls","Вызовы Quik CallII - Система Quik-Call II","Вызовы Quik CallII - Возврат к каналу и зоне","Вызовы Quik CallII - Базовый канал","Вызовы Quik CallII - Формат вызова","Вызовы Quik CallII - Частота тона А (Гц)","Вызовы Quik CallII - Код тонального сигнала A","Вызовы Quik CallII - Частота тона В (Гц)","Вызовы Quik CallII - Код тонального сигнала B","Вызовы Quik CallII - Убрать TPL/DPL","Delete_DigitalCalls","Цифровые вызовы - ИД вызова","Цифровые вызовы - Тип маршрута","Цифровые вызовы - Тон приема вызова","Цифровые вызовы - Стиль звонка","Цифровые вызовы - Тон оповещения о текстовом сообщении","Цифровые вызовы - Тип вызова","Цифровые вызовы - DU_OVCMCALL","Delete_CapacityPlusCalls","Вызовы Capacity Plus - ИД вызова","Вызовы Capacity Plus - Тип маршрута","Вызовы Capacity Plus - Тон приема вызова","Вызовы Capacity Plus - Стиль звонка","Вызовы Capacity Plus - Тон оповещения о текстовом сообщении","Вызовы Capacity Plus - Тип вызова","Delete_PhoneCalls","Телефонные вызовы - Номер","Телефонные вызовы - Тип звонка"
"215","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500718","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"MALAMUT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500722","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"KAMYSH","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500728","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"MIX622","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500761","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"STOODIN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500763","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"HERTZ","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500776","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"MAX03","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500780","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"MALINA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500782","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"PAVEL","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500786","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BOLHOY","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500787","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"RECHNIK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500789","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ALEX","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500790","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"LANCER","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500794","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"AGAT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500795","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"KOTYARA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500816","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"RAPTER","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500824","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"WAVU","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500857","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"KUBA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500859","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ZHIRAF","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500863","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"SKANER","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500865","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BUMER","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500881","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BOREY","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500893","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"SLON","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500908","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"KAZAK1","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500920","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"CHAK1","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500929","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"PRMETEY","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500940","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"DIMGRAD","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500945","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"JACK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500953","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BAMBUK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2500991","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"UA1ZBE","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2501029","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BABILON","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2501086","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"4UVASH","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2501108","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"SP356","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2501122","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"IKSHA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2501188","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"KOTLAS","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2502011","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"VIRUS","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2502117","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"KUBAN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2502138","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"TAYFUN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2502143","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"XLORID","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2502146","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ODMIN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2502153","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"DIOD","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2502188","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BELGROD","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2502208","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"PETR59","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2502226","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"KARDAN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2503228","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"INGENER","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2503281","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"TEPLAK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2503315","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"MIXGUIT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2503316","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ADVOKAT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2503420","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"JIPSON","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2503424","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"SOTKA67","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2503436","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"TRAK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2503439","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"URAL","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2504024","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"SHAPRAN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2504028","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BOEC","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2504030","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ENGENR","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2504031","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"POLIGON","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2504036","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"PLUS1","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2504037","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"PREZID1","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2504056","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"DOCENT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2504058","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"SOVETSK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2504059","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"DOBRYN1","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2504072","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"YANTAR","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2504074","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"START","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2504075","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"CAHEK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2504092","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BUSTER","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2506007","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"VDN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2506015","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"FANTOM","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2506066","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"Andr88","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2506076","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"TUAPSE","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2506138","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"TAGAN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2506185","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BALAMUT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2507004","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BALAMYT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2507027","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"PSTAR","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2507053","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"SEVAS","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","250706","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BALOMUT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2507074","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"STRANIK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2508128","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"KORSAR","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2509099","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"DOMOVOY","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2509121","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ROSTIK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2509163","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ASTRNOM","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2509178","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"AIKOM","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2570053","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"STOPOR","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2570093","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"MASTER","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2570148","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"IMPULS","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2570162","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"JONY","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2600001","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"RADIY","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2600002","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"MONOLIT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2700027","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"KARAT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2708042","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ODA10","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","2900555","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"HANTER","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","3000987","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BELGR0D","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","3100001","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"TROYKA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","3100002","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"FLORIDA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","3197441","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"GARICH","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","3208222","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"CONDOR","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","3324733","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"FRESH","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","3600971","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"LESNOY","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","3600987","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BALU","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","3720001","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"XRADIO","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","3720002","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"MOTO","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","4000001","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"AYDAR","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","4010121","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"LYAMKIN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","4200042","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"MIXA105","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","4200105","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"SHAXTER","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","4300001","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"FEDOR83","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","4700830","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"PILOT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","4852001","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BOTSMAN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5000002","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"TRESHKN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5000003","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"GRAF","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5000004","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"TURIST","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5000005","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"RANGER","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5000007","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"GIDRANT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5000018","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"STELS","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5000030","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"DIMA97","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5000097","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"MAGNETO","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5000230","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"SENATOR","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5000262","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"OKROSKA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5000280","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"KURDEN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5000349","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"KASPER","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5000540","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"GIHAR","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5000772","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"KIRPICH","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5000941","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"RADIST","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5001430","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"PENZA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5002012","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"HOKUM","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5002222","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ZOLOTOY","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5005522","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"DAVID","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5500001","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ROSTIK2","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5500055","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"QASHQAI","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5500099","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"QRAOLD","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5550222","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"TESTCA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5566777","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"VERESK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5600076","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"OREL808","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5700057","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"OLIMP","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5800030","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"SMOG158","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5800077","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"TAYGA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5900111","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"CHERMOZ","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5900175","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"FORWARD","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5902505","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"DSPET4R","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973005","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ORBIT","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973007","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"PARTZAN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973008","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"DEVYATK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973009","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"CMETAHA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973011","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"BOROVIK","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973013","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ALUPKA1","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973015","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"SEDOY","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973031","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"OBERON","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973058","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"TAIFUN","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973062","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"ZAPAD77","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973077","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
"HYTERA","False","","","False","","","False","","","","","","","False","","","","","","","","","","False","5973111","Обычный","True","Без стиля","Повторяющийся","Частный вызов","False","False","","","","","","","False","",""
